model_name,theta_score,accuracy_overall,accuracy_stem,accuracy_nonstem,reasoning_sensitivity,semantic_sensitivity
TheBloke/Chinese-Alpaca-33B-SuperHOT-8K-fp16,-1.9012041,0.24149,0.248018,0.2396,0.003718,0.054768
ericzzz/falcon-rw-1b-chat,-1.9029162,0.243057,0.227402,0.247589,0.000902,0.024202
NobodyExistsOnTheInternet/code-llama-70b-python-instruct,-1.9039476,0.234724,0.217571,0.239691,-0.018151,-0.002203
nisten/smaugzilla-77b,-1.90599,0.231164,0.21535,0.235742,-0.029514,-0.011856
TheBloke/Vicuna-33B-1-3-SuperHOT-8K-fp16,-1.9143008,0.236077,0.244529,0.23363,-0.016917,0.021207
TheBloke/Platypus-30B-SuperHOT-8K-fp16,-1.92016,0.236505,0.224231,0.240059,-0.024217,0.020563
euclaise/falcon_1b_stage2,-1.9244525,0.237146,0.23216,0.238589,-0.020097,0.032741
gemmathon/gemma-2b-ko-v0,-1.9248737,0.247045,0.256264,0.244375,0.028292,0.039605
malhajar/Platypus2-70B-instruct-4bit-gptq,-1.9275106,0.234226,0.224548,0.237028,-0.0214,-0.005831
TW3PartnersLLM/TW3-v2-AlpacaSmaug-72B,-1.9345053,0.229312,0.215033,0.233447,-0.032273,-0.005917
TheBloke/llama-30b-supercot-SuperHOT-8K-fp16,-1.9409086,0.233158,0.224548,0.235651,-0.033009,0.030224
TheBloke/airoboros-33B-gpt4-1-4-SuperHOT-8K-fp16,-1.9472758,0.233727,0.22772,0.235467,-0.043871,0.005421
dfurman/MoMoMerge-72B-v0.1,-1.9485893,0.228315,0.216619,0.231702,-0.034033,-0.008058
kodonho/Momo-70b-DPO-mixed,-1.9601089,0.227389,0.214399,0.231151,-0.031264,0.000611
binbi/SF-72B-V1.8.6-V1.2,-1.9625103,0.227532,0.214716,0.231243,-0.031391,2.2e-05
DeepMount00/Phi-3-Large-5.6b,-1.965973,0.229454,0.212496,0.234365,-0.026359,0.012601
Panchovix/airoboros-33b-gpt4-1.2-SuperHOT-8k,-1.967072,0.23038,0.212179,0.235651,-0.026852,0.01856
TheBloke/Wizard-Vicuna-30B-Superhot-8K-fp16,-1.9683658,0.233514,0.226768,0.235467,-0.008313,0.026824
zelus82/JuliusCesar-72B-BeyonderV.0,-1.9684355,0.229739,0.212496,0.234732,-0.026359,0.012601
DataLinguistic/DataLinguistic-34B-V1.0,-1.9704831,0.229454,0.212496,0.234365,-0.026359,0.012601
aloobun/falcon-1b-cot-t2,-1.9712473,0.229454,0.212496,0.234365,-0.026359,0.012601
TW3PartnersLLM/TW3-v1-AlpacaSmaug-30B,-1.9725862,0.229597,0.212496,0.234549,-0.026359,0.012601
kyujinpy/Sakura-SOLAR-Instruct-DPO-v1,-1.9732367,0.229454,0.212496,0.234365,-0.026359,0.012601
APMIC/caigun-lora-model-33B,-1.9753021,0.229454,0.212496,0.234365,-0.026359,0.012601
binbi/SF-72B-V1,-1.9767526,0.227532,0.214716,0.231243,-0.031391,2.2e-05
thomasgauthier/Unmixtraled-22B-v0.1-expert-2,-1.981781,0.229241,0.211227,0.234457,-0.021132,0.011184
DeepMount00/Phi-3-Mini-4K-Boost_v2,-1.9819269,0.229454,0.212496,0.234365,-0.026359,0.012601
OpenBuddy/openbuddy-mixtral-7bx8-v17.2-32k,-2.0206473,0.178393,0.189343,0.175223,-0.003659,-0.007811
