model_name,family,size_b,coarse_cluster,fine_cluster,accuracy_overall,accuracy_stem,accuracy_nonstem,rank_overall,rank_stem,rank_nonstem
jisukim8873/falcon-7B-case-8,falcon,7.0,falcon:4-9B,falcon-7b-case-8,0.30131036,0.28353947,0.30645606,910,915,910
jisukim8873/falcon-7B-case-c,falcon,7.0,falcon:4-9B,falcon-7b-case-c,0.2886341,0.2781478,0.2916705,918,927,916
jondurbin/airoboros-33b-2.1,llama,33.0,llama:16-40B,airoboros-33b-2-1,0.56950575,0.45099905,0.6038204,769,804,763
jondurbin/airoboros-33b-gpt4-1.2,llama,33.0,llama:16-40B,airoboros-33b-gpt4-1-2,0.6006267,0.48398352,0.6344017,714,741,707
jondurbin/airoboros-33b-gpt4-1.3,llama,33.0,llama:16-40B,airoboros-33b-gpt4-1-3,0.5871671,0.46844274,0.62154466,734,757,727
jondurbin/airoboros-33b-gpt4-1.4,llama,33.0,llama:16-40B,airoboros-33b-gpt4-1-4,0.58852017,0.48144624,0.6195243,727,744,732
jondurbin/airoboros-33b-gpt4-2.0,llama,33.0,llama:16-40B,airoboros-33b-gpt4-2-0,0.5779091,0.46146527,0.6116264,757,778,750
jondurbin/airoboros-33b-gpt4-m2.0,llama,33.0,llama:16-40B,airoboros-33b-gpt4-m2-0,0.56473434,0.452902,0.59711635,773,799,776
jondurbin/airoboros-34b-3.2,llama,34.0,llama:16-40B,airoboros-34b-3-2,0.7469734,0.65366316,0.7739921,162,160,158
jondurbin/airoboros-34b-3.3,llama,34.0,llama:16-40B,airoboros-34b-3-3,0.7528842,0.6619093,0.7792267,149,146,148
jondurbin/airoboros-70b-3.3,llama,70.0,llama:40-80B,airoboros-70b-3-3,0.7899872,0.73612434,0.8055836,21,12,31
jondurbin/airoboros-l2-70b-2.1,llama,70.0,llama:40-80B,airoboros-l2-70b-2-1,0.69242275,0.5737393,0.7267885,308,355,285
jondurbin/airoboros-l2-70b-2.2.1,llama,70.0,llama:40-80B,airoboros-l2-70b-2-2-1,0.7003988,0.57691085,0.73615575,256,340,230
jondurbin/airoboros-l2-70b-3.1.2,llama,70.0,llama:40-80B,airoboros-l2-70b-3-1-2,0.6984048,0.57817954,0.733217,265,330,238
jondurbin/airoboros-l2-70b-gpt4-1.4.1,llama,70.0,llama:40-80B,airoboros-l2-70b-gpt4-1-4-1,0.704102,0.5829369,0.73918635,226,293,218
jondurbin/airoboros-l2-70b-gpt4-2.0,llama,70.0,llama:40-80B,airoboros-l2-70b-gpt4-2-0,0.7033898,0.58039963,0.73900265,236,319,220
jondurbin/airoboros-l2-70b-gpt4-m2.0,llama,70.0,llama:40-80B,airoboros-l2-70b-gpt4-m2-0,0.70538384,0.5813511,0.74129856,215,311,206
jondurbin/bagel-34b-v0.2,unclassified,34.0,unclassified:16-40B,bagel-34b,0.77090156,0.6815731,0.79676735,93,110,76
jondurbin/bagel-34b-v0.4,unclassified,34.0,unclassified:16-40B,bagel-34b,0.7513175,0.65778625,0.77840024,154,154,149
jondurbin/bagel-34b-v0.5,unclassified,34.0,unclassified:16-40B,bagel-34b,0.76406497,0.67745006,0.789145,116,120,110
jondurbin/bagel-dpo-34b-v0.2,unclassified,34.0,unclassified:16-40B,bagel-dpo-34b,0.7723971,0.6831589,0.7982367,85,107,67
jondurbin/bagel-dpo-34b-v0.5,unclassified,34.0,unclassified:16-40B,bagel-dpo-34b,0.7637801,0.67903584,0.7883185,117,116,114
jondurbin/nontoxic-bagel-34b-v0.2,unclassified,34.0,unclassified:16-40B,nontoxic-bagel-34b,0.7689788,0.6806216,0.7945633,103,114,89
jondurbin/spicyboros-70b-2.2,unclassified,70.0,unclassified:40-80B,spicyboros-70b-2-2,0.7046717,0.58103395,0.740472,218,313,213
joowon99/SOLAR-10.7B-ko_alpaca,llama,10.7,llama:9-16B,solar-10-7b-ko-alpaca,0.6436405,0.5467808,0.671687,554,558,559
jordiclive/Llama-2-70b-oasst-1-200,llama,70.0,llama:40-80B,llama-2-70b-oasst-1-200,0.6927076,0.58103395,0.7250436,306,313,292
jrahn/llama-3-8b-claudstruct-v1,llama,8.0,llama:4-9B,llama-3-8b-claudstruct,0.63623416,0.5486838,0.6615851,603,548,620
jsfs11/MixtureofMerges-MoE-4x7b-v10-mixtralv0.3,mixtral,28.0,mixtral:16-40B,mixtureofmerges-moe-4x7b-v10-mixtral,0.62427,0.5172851,0.6552484,656,690,644
jsk0214/Seagull-llama-3-8B-orpo-v0.4,llama,8.0,llama:4-9B,seagull-llama-3-8b-orpo,0.641148,0.5575642,0.6653504,572,483,596
jsk0214/Seagull-llama-3-8B-orpo-v0.5,llama,8.0,llama:4-9B,seagull-llama-3-8b-orpo,0.6398661,0.54995245,0.66590136,581,544,594
jukofyork/Dark-Miqu-70B,llama,70.0,llama:40-80B,dark-miqu-70b,0.74013674,0.62829053,0.77252275,171,187,161
jukofyork/Dawn-Miqu-70B,llama,70.0,llama:40-80B,dawn-miqu-70b,0.7321607,0.6298763,0.76177794,177,186,177
jukofyork/Dusk-Miqu-70B,llama,70.0,llama:40-80B,dusk-miqu-70b,0.734938,0.6251189,0.7667371,176,188,171
jukofyork/Eurus-70b-nca-fixed,unclassified,70.0,unclassified:40-80B,eurus-70b-nca-fixed,0.5445805,0.4573422,0.56984115,799,789,796
jukofyork/Eurus-70b-sft-fixed,unclassified,70.0,unclassified:40-80B,eurus-70b-sft-fixed,0.5384561,0.45385346,0.5629534,806,796,804
jylee420/gemma-2b-data-std,gemma,2.0,gemma:1-4B,gemma-2b-data-std,0.34760004,0.33016175,0.35264945,900,884,900
karakuri-ai/karakuri-lm-70b-chat-v0.1,unclassified,70.0,unclassified:40-80B,karakuri-lm-70b-chat,0.5939325,0.47098002,0.62953436,722,753,713
kihoonlee/stock-solar-10.7b-v1,solar,10.7,solar:9-16B,stock-solar-10-7b,0.6387979,0.5432921,0.6664524,585,578,591
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31,solar,10.7,solar:9-16B,aisquare-instruct-solar-10-7b,0.521863,0.43609262,0.5466985,820,820,819
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.32,solar,10.7,solar:9-16B,aisquare-instruct-solar-10-7b,0.6201396,0.5296543,0.64634037,672,650,682
kodonho/Momo-70b-DPO-mixed,unclassified,70.0,unclassified:40-80B,momo-70b-dpo-mixed,0.22738926,0.21439898,0.2311507,999,989,999
kodonho/Solar-M-SakuraSolar-Mixed,solar,,solar:unknown,solar-m-sakurasolar-mixed,0.63623416,0.5391691,0.66434014,603,596,601
kodonho/Solar-OrcaDPO-Solar-Instruct-SLERP,solar,,solar:unknown,solar-orcadpo-solar-instruct,0.65353936,0.5569299,0.6815134,478,495,468
kodonho/SolarM-SakuraSolar-SLERP,solar,,solar:unknown,solarm-sakurasolar,0.6528272,0.5629559,0.67885023,489,446,502
kreimben/CodeMind-gemma-2b,gemma,2.0,gemma:1-4B,codemind-gemma-2b,0.36426434,0.31874406,0.37744513,896,891,890
krevas/SOLAR-10.7B,solar,10.7,solar:9-16B,solar-10-7b,0.6276171,0.5242626,0.6575443,646,667,636
kuotient/Seagull-Llama-3-8B-orpo-v0.1,llama,8.0,llama:4-9B,seagull-llama-3-8b-orpo,0.6384418,0.55502695,0.6625953,587,510,611
kuotient/Seagull-Llama-3-8B-orpo-v0.3,llama,8.0,llama:4-9B,seagull-llama-3-8b-orpo,0.64000857,0.5575642,0.663881,579,483,603
kyujinpy/PlatYi-34B-200K-Q,yi,34.0,yi:16-40B,platyi-34b-200k-q,0.75039166,0.67142403,0.77325743,156,125,159
kyujinpy/PlatYi-34B-200k-Q-FastChat,yi,34.0,yi:16-40B,platyi-34b-200k-q-fastchat,0.7759578,0.69425946,0.7996143,57,72,58
kyujinpy/PlatYi-34B-Llama,llama,34.0,llama:16-40B,platyi-34b-llama,0.78571427,0.71772915,0.80539995,32,28,32
kyujinpy/PlatYi-34B-Llama-Q,llama,34.0,llama:16-40B,platyi-34b-llama-q,0.789916,0.7266096,0.80824685,23,18,28
kyujinpy/PlatYi-34B-Llama-Q-FastChat,llama,34.0,llama:16-40B,platyi-34b-llama-q-fastchat,0.7885629,0.7180463,0.80898154,28,27,27
kyujinpy/PlatYi-34B-Llama-Q-v2,llama,34.0,llama:16-40B,platyi-34b-llama-q,0.77033186,0.68347603,0.7954817,97,106,88
kyujinpy/PlatYi-34B-Llama-Q-v3,llama,34.0,llama:16-40B,platyi-34b-llama-q,0.74690217,0.6587377,0.7724309,163,152,162
kyujinpy/PlatYi-34B-LoRA,yi,34.0,yi:16-40B,platyi-34b-lora,0.78906137,0.7164605,0.81008357,25,30,25
kyujinpy/PlatYi-34B-Q,yi,34.0,yi:16-40B,platyi-34b-q,0.78158385,0.70567715,0.80356324,35,46,38
kyujinpy/SOLAR-Platypus-10.7B-v1,llama,10.7,llama:9-16B,solar-platypus-10-7b,0.5883777,0.49286395,0.6160345,729,731,739
kyujinpy/SOLAR-Platypus-10.7B-v2,llama,10.7,llama:9-16B,solar-platypus-10-7b,0.58809286,0.49793848,0.6141978,731,717,743
kyujinpy/Sakura-SOLAR-Instruct,solar,,solar:unknown,sakura-solar-instruct,0.6536818,0.5661275,0.6790339,474,414,500
kyujinpy/Sakura-SOLAR-Instruct-DPO-v1,solar,,solar:unknown,sakura-solar-instruct-dpo,0.22945449,0.21249604,0.23436496,988,990,988
kyujinpy/Sakura-SOLAR-Instruct-DPO-v2,solar,,solar:unknown,sakura-solar-instruct-dpo,0.65517735,0.5661275,0.68096244,457,414,472
lcw99/llama-3-10b-it-ko-2024-0527,llama,10.0,llama:9-16B,llama-3-10b-it-ko-2024-0527,0.63381284,0.541072,0.6606667,618,584,625
lcw99/llama-3-10b-it-kor-extented-chang,llama,10.0,llama:9-16B,llama-3-10b-it-kor-extented-chang,0.6521863,0.54646367,0.68279916,499,560,453
lcw99/llama-3-10b-it-kor-extented-chang-pro8,llama,10.0,llama:9-16B,llama-3-10b-it-kor-extented-chang-pro8,0.6336704,0.5318744,0.6631463,620,639,606
lcw99/llama-3-8b-it-kor-extented-chang,llama,8.0,llama:4-9B,llama-3-8b-it-kor-extented-chang,0.6526136,0.5585157,0.6798604,493,478,484
leejaymin/etri-ones-solar,solar,,solar:unknown,etri-ones-solar,0.6278308,0.5296543,0.6562586,645,650,641
leejunhyeok/MoMo-70B-LoRA-V1.2_1,unclassified,70.0,unclassified:40-80B,momo-70b-lora-v1-2-1,0.7031762,0.57754517,0.7395537,238,338,217
lemon-mint/gemma-2b-translation-v0.103,gemma,2.0,gemma:1-4B,gemma-2b-translation,0.3530836,0.30796066,0.36614934,899,892,897
lightblue/suzume-llama-3-8B-multilingual,llama,8.0,llama:4-9B,suzume-llama-3-8b-multilingual,0.6522575,0.5594672,0.6791257,496,475,496
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,llama,8.0,llama:4-9B,llama-3-8b-instruct-mergeslerp-gradient1048k-openbiollm,0.59713715,0.49730414,0.62604463,718,724,717
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,llama,8.0,llama:4-9B,llama-3-8b-instruct-mergeslerp-gradient1048kio-openbiollm,0.59713715,0.49730414,0.62604463,718,724,717
lilloukas/GPlatty-30B,unclassified,30.0,unclassified:16-40B,gplatty-30b,0.63666147,0.5131621,0.6724217,599,701,552
lilloukas/Platypus-30B,llama,30.0,llama:16-40B,platypus-30b,0.644139,0.5277513,0.67784,551,661,515
liuxiang886/llama2-70B-qlora-gpt4,llama,70.0,llama:40-80B,llama2-70b-qlora-gpt4,0.70011395,0.57405645,0.73661494,257,354,228
llm-agents/tora-70b-v1.0,unclassified,70.0,unclassified:40-80B,tora-70b,0.6851588,0.5692991,0.71870697,340,382,322
llm-agents/tora-code-34b-v1.0,unclassified,34.0,unclassified:16-40B,tora-code-34b,0.45022076,0.39010465,0.46762788,846,849,845
llmixer/BigWeave-v15-103b,unclassified,103.0,unclassified:>80B,bigweave-v15-103b,0.7132887,0.61274976,0.7424006,188,199,202
llmixer/BigWeave-v16-103b,unclassified,103.0,unclassified:>80B,bigweave-v16-103b,0.727959,0.6425626,0.7526862,180,180,181
llmixer/BigWeave-v20-110b,unclassified,110.0,unclassified:>80B,bigweave-v20-110b,0.6988321,0.5956232,0.728717,262,252,271
lloorree/kssht-castor-70b,unclassified,70.0,unclassified:40-80B,kssht-castor-70b,0.7039595,0.5857913,0.73817617,228,278,222
lloorree/kssht-dahj-70b,unclassified,70.0,unclassified:40-80B,kssht-dahj-70b,0.71115226,0.5823026,0.7484617,193,299,187
lloorree/kssht-euripedes-70b,unclassified,70.0,unclassified:40-80B,kssht-euripedes-70b,0.7036747,0.5829369,0.7386353,233,293,221
lmsys/vicuna-33b-v1.3,llama,33.0,llama:16-40B,vicuna-33b,0.5927218,0.4633682,0.63017726,723,772,712
logicker/SkkuDS-DPO-72B-v1,unclassified,72.0,unclassified:40-80B,skkuds-dpo-72b,0.7723259,0.70631146,0.7914409,86,44,102
logicker/SkkuDS-DPO-72B-v3,unclassified,72.0,unclassified:40-80B,skkuds-dpo-72b,0.7726107,0.7075801,0.7914409,83,42,102
louisbrulenaudet/Maxine-34B-stock,unclassified,34.0,unclassified:16-40B,maxine-34b-stock,0.77545935,0.6879163,0.80080813,61,92,48
louisbrulenaudet/Pearl-34B-dare,unclassified,34.0,unclassified:16-40B,pearl-34b-dare,0.7705455,0.6837932,0.7956653,95,103,86
louisbrulenaudet/Pearl-34B-ties,unclassified,34.0,unclassified:16-40B,pearl-34b,0.773038,0.68411034,0.7987878,81,101,63
luffycodes/higgs-llama-vicuna-ep25-70b,llama,70.0,llama:40-80B,higgs-llama-vicuna-ep25-70b,0.63815695,0.5214082,0.67196256,589,677,555
macadeliccc/Opus-Samantha-Llama-3-8B,llama,8.0,llama:4-9B,opus-samantha-llama-3-8b,0.62184876,0.54075485,0.64533013,668,587,688
macadeliccc/Orca-SOLAR-4x10.7b,solar,42.8,solar:40-80B,orca-solar-4x10-7b,0.66222763,0.55661273,0.6928093,411,497,394
macadeliccc/SOLAR-10.7b-Instruct-dpo,solar,10.7,solar:9-16B,solar-10-7b-instruct-dpo,0.6521151,0.5585157,0.6792176,501,478,494
macadeliccc/SOLAR-10.7b-Instruct-truthy-dpo,solar,10.7,solar:9-16B,solar-10-7b-instruct-truthy-dpo,0.6479134,0.5537583,0.6751768,529,525,531
macadeliccc/SOLAR-math-2x10.7b,solar,21.4,solar:16-40B,solar-math-2x10-7b,0.66087455,0.5509039,0.69271743,419,542,397
macadeliccc/SOLAR-math-2x10.7b-v0.2,solar,21.4,solar:16-40B,solar-math-2x10-7b,0.6530409,0.56041867,0.6798604,485,466,484
macadeliccc/SmaugDolphin-60B,unclassified,60.0,unclassified:40-80B,smaugdolphin-60b,0.77424866,0.68411034,0.800349,72,101,51
macadeliccc/laser-dolphin-mixtral-2x7b-dpo,mixtral,14.0,mixtral:9-16B,laser-dolphin-mixtral-2x7b-dpo,0.6197123,0.5172851,0.6493709,677,690,664
macadeliccc/laser-dolphin-mixtral-4x7b-dpo,mixtral,28.0,mixtral:16-40B,laser-dolphin-mixtral-4x7b-dpo,0.61857283,0.5179194,0.6477179,680,688,674
maldv/SFR-Iterative-DPO-LLaMA-3-8B-R,llama,8.0,llama:4-9B,sfr-iterative-dpo-llama-3-8b-r,0.6550349,0.5673961,0.6804114,458,401,479
malhajar/Platypus2-70B-instruct-4bit-gptq,llama,70.0,llama:40-80B,platypus2-70b-instruct,0.2342259,0.22454806,0.2370282,980,978,977
martyn/mixtral-megamerge-dare-8x7b-v2,mixtral,56.0,mixtral:40-80B,mixtral-megamerge-dare-8x7b,0.6817405,0.5842055,0.7099826,343,285,340
martyn/solar-megamerge-dare-10.7b-v1,solar,10.7,solar:9-16B,solar-megamerge-dare-10-7b,0.65197265,0.55502695,0.68004405,504,510,483
maywell/PiVoT-SOLAR-10.7B-RP,solar,10.7,solar:9-16B,pivot-solar-10-7b-rp,0.6331719,0.53314304,0.6621361,623,633,613
maywell/kiqu-70b,unclassified,70.0,unclassified:40-80B,kiqu-70b,0.75274175,0.65017444,0.782441,150,169,137
meta-llama/Llama-2-70b-hf,llama,70.0,llama:40-80B,llama-2-70b,0.691853,0.5819854,0.7236661,316,306,299
meta-llama/Meta-Llama-3-70B,llama,70.0,llama:40-80B,meta-llama-3-70b,0.7864264,0.71233743,0.8078795,30,33,29
meta-llama/Meta-Llama-3-70B-Instruct,llama,70.0,llama:40-80B,meta-llama-3-70b-instruct,0.79831934,0.73453856,0.8167876,15,14,15
meta-llama/Meta-Llama-3-8B,llama,8.0,llama:4-9B,meta-llama-3-8b,0.6546076,0.5632731,0.6810543,460,445,470
meta-llama/Meta-Llama-3-8B-Instruct,llama,8.0,llama:4-9B,meta-llama-3-8b-instruct,0.65667284,0.5673961,0.68252367,447,401,456
meta-math/MetaMath-70B-V1.0,unclassified,70.0,unclassified:40-80B,metamath-70b,0.68708163,0.573105,0.7200845,335,359,314
microsoft/Phi-3-medium-128k-instruct,phi,,phi:unknown,phi-3-medium-128k-instruct,0.76741207,0.69647956,0.7879512,105,62,116
microsoft/Phi-3-medium-4k-instruct,phi,,phi:unknown,phi-3-medium-4k-instruct,0.7803019,0.71011734,0.8006245,36,38,49
microsoft/Phi-3-mini-128k-instruct,phi,,phi:unknown,phi-3-mini-128k-instruct,0.6860134,0.5975262,0.7116356,338,246,337
microsoft/Phi-3-mini-4k-instruct,phi,,phi:unknown,phi-3-mini-4k-instruct,0.69220906,0.59847766,0.7193498,309,242,317
migtissera/Llama-3-8B-Synthia-v3.5,llama,8.0,llama:4-9B,llama-3-8b-synthia,0.64015096,0.5432921,0.6681973,578,578,584
migtissera/SynthIA-70B-v1.5,unclassified,70.0,unclassified:40-80B,synthia-70b,0.6958411,0.5680305,0.73284966,279,395,241
migtissera/Synthia-34B-v1.2,unclassified,34.0,unclassified:16-40B,synthia-34b,0.51922804,0.44497305,0.54072917,825,813,824
migtissera/Synthia-70B,unclassified,70.0,unclassified:40-80B,synthia-70b,0.6853725,0.5715192,0.7183396,339,371,325
migtissera/Synthia-70B-v1.1,unclassified,70.0,unclassified:40-80B,synthia-70b,0.70289135,0.5848398,0.73707414,242,284,226
migtissera/Synthia-70B-v1.2,unclassified,70.0,unclassified:40-80B,synthia-70b,0.7009685,0.58325404,0.7350537,253,290,234
migtissera/Tess-2.0-Llama-3-70B,llama,70.0,llama:40-80B,tess-2-0-llama-3-70b,0.79276454,0.7158262,0.8150427,18,31,18
migtissera/Tess-2.0-Llama-3-70B-v0.2,llama,70.0,llama:40-80B,tess-2-0-llama-3-70b,0.79041445,0.71709484,0.8116448,20,29,23
migtissera/Tess-2.0-Llama-3-8B,llama,8.0,llama:4-9B,tess-2-0-llama-3-8b,0.64905286,0.5486838,0.67811555,523,548,511
migtissera/Tess-2.0-Mixtral-v0.2,mixtral,,mixtral:unknown,tess-2-0-mixtral,0.7000427,0.60228354,0.7283497,258,229,274
migtissera/Tess-2.0-Yi-34B-200K,yi,34.0,yi:16-40B,tess-2-0-yi-34b-200k,0.7555904,0.6679353,0.78097165,135,134,145
migtissera/Tess-34B-v1.4,unclassified,34.0,unclassified:16-40B,tess-34b,0.75309783,0.66920394,0.77739,147,128,153
migtissera/Tess-34B-v1.5b,unclassified,34.0,unclassified:16-40B,tess-34b-v1-5b,0.7672696,0.6777672,0.7931858,108,119,94
migtissera/Tess-70B-v1.6,unclassified,70.0,unclassified:40-80B,tess-70b,0.7516736,0.6428798,0.7831757,153,179,133
migtissera/Tess-72B-v1.5b,unclassified,72.0,unclassified:40-80B,tess-72b-v1-5b,0.76734084,0.6837932,0.79153275,107,103,99
minlik/chinese-alpaca-33b-merged,llama,33.0,llama:16-40B,chinese-alpaca-33b-merged,0.56302524,0.46305105,0.59197354,777,774,778
mistral-community/Mixtral-8x22B-v0.1,mixtral,176.0,mixtral:>80B,mixtral-8x22b,0.77453357,0.6977482,0.79676735,69,57,76
mistralai/Mixtral-8x22B-Instruct-v0.1,mixtral,176.0,mixtral:>80B,mixtral-8x22b-instruct,0.7749608,0.6977482,0.7973184,65,57,71
mistralai/Mixtral-8x22B-v0.1,mixtral,176.0,mixtral:>80B,mixtral-8x22b,0.7743911,0.69584525,0.7971347,71,66,72
mistralai/Mixtral-8x7B-Instruct-v0.1,mixtral,56.0,mixtral:40-80B,mixtral-8x7b-instruct,0.7046005,0.611164,0.7316558,219,203,248
mistralai/Mixtral-8x7B-v0.1,mixtral,56.0,mixtral:40-80B,mixtral-8x7b,0.7037459,0.6200444,0.72798234,232,192,278
mlabonne/ChimeraLlama-3-8B,llama,8.0,llama:4-9B,chimerallama-3-8b,0.6630822,0.5686648,0.6904215,405,391,414
mlabonne/ChimeraLlama-3-8B-v2,llama,8.0,llama:4-9B,chimerallama-3-8b,0.6645777,0.57120204,0.6916154,396,372,407
mlabonne/ChimeraLlama-3-8B-v3,llama,8.0,llama:4-9B,chimerallama-3-8b,0.67048854,0.5778624,0.6973092,362,333,364
mlabonne/Llama-3-8B-Instruct-abliterated-dpomix,llama,8.0,llama:4-9B,llama-3-8b-instruct-abliterated-dpomix,0.65724254,0.5667618,0.683442,438,409,449
mlabonne/Meta-Llama-3-12B-Instruct,llama,12.0,llama:9-16B,meta-llama-3-12b-instruct,0.6566016,0.5585157,0.6850032,451,478,437
mlabonne/OrpoLlama-3-8B,llama,8.0,llama:4-9B,orpollama-3-8b,0.64335567,0.55280685,0.6695748,556,532,577
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,llama,70.0,llama:40-80B,llama-3-70b-japanese-suzume-vector,0.80180883,0.7440533,0.81853247,9,8,10
mncai/yi-34B-v2,yi,34.0,yi:16-40B,yi-34b,0.7642786,0.66983825,0.79162455,114,127,98
mncai/yi-34B-v3,yi,34.0,yi:16-40B,yi-34b,0.7648483,0.67269266,0.79153275,113,124,99
mobidic/solar-10b-platypus-lora,llama,10.0,llama:9-16B,solar-10b-platypus-lora,0.61942744,0.51918805,0.6484526,678,681,670
monology/mixtral-4x7b_slerp,mixtral,,mixtral:unknown,mixtral-4x7b,0.24967954,0.24801776,0.25016072,955,954,950
monology/mixtral-soup,mixtral,,mixtral:unknown,mixtral-soup,0.25900868,0.2759277,0.25410965,937,930,943
monology/mixtral-ties,mixtral,,mixtral:unknown,mixtral,0.24462327,0.23596574,0.24713013,964,968,957
moreh/MoMo-70B-LoRA-V1.4,unclassified,70.0,unclassified:40-80B,momo-70b-lora,0.7729668,0.69108784,0.79667556,82,84,78
moreh/MoMo-70B-lora-1.8.5-DPO,unclassified,70.0,unclassified:40-80B,momo-70b-lora-1-8-5-dpo,0.77702606,0.6996511,0.7994306,51,53,59
moreh/MoMo-70B-lora-1.8.6-DPO,unclassified,70.0,unclassified:40-80B,momo-70b-lora-1-8-6-dpo,0.7770973,0.6999683,0.7994306,50,52,59
moreh/MoMo-72B-LoRA-V1.4,unclassified,72.0,unclassified:40-80B,momo-72b-lora,0.77403504,0.69584525,0.79667556,73,66,78
moreh/MoMo-72B-lora-1.8.7-DPO,unclassified,72.0,unclassified:40-80B,momo-72b-lora-1-8-7-dpo,0.7748896,0.6929908,0.7986041,67,77,65
mosaicml/mpt-30b,unclassified,30.0,unclassified:16-40B,mpt-30b,0.47543085,0.40405962,0.49609697,843,844,841
mosaicml/mpt-30b-chat,unclassified,30.0,unclassified:16-40B,mpt-30b-chat,0.50185156,0.42118618,0.52520895,830,832,830
mosaicml/mpt-30b-instruct,unclassified,30.0,unclassified:16-40B,mpt-30b-instruct,0.48646915,0.40849984,0.50904584,832,841,831
msu-rcc-lair/ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,solar,,solar:unknown,ruadapt-solar-10-7-darulm-unigram-proj-init-twostage,0.6134454,0.52235967,0.63982,693,673,695
mychen76/openmixtral-4x7b-merged,mixtral,28.0,mixtral:16-40B,openmixtral-4x7b-merged,0.6432132,0.5404377,0.67297274,558,589,546
mychen76/openmixtral-6x7b-v2,mixtral,42.0,mixtral:40-80B,openmixtral-6x7b,0.6414328,0.53536314,0.6721462,570,615,553
namespace-Pt/Llama-3-8B-Instruct-80K-QLoRA,llama,8.0,llama:4-9B,llama-3-8b-instruct-80k-qlora,0.6369463,0.547098,0.6629626,596,556,607
naseerfaheem/SOLAR-10.7B-Instruct-ties,solar,10.7,solar:9-16B,solar-10-7b-instruct,0.6546076,0.56041867,0.6818808,460,466,463
nbeerbower/llama-3-bophades-v2-8B,llama,8.0,llama:4-9B,llama-3-bophades-v2-8b,0.63701755,0.55280685,0.6614014,593,532,622
nbeerbower/llama-3-dragonmaid-8B-v2,llama,8.0,llama:4-9B,llama-3-dragonmaid-8b,0.67048854,0.5784967,0.69712555,362,327,366
nbeerbower/llama-3-gutenberg-8B,llama,8.0,llama:4-9B,llama-3-gutenberg-8b,0.6693491,0.5873771,0.6930848,366,272,391
nbeerbower/llama-3-sauce-v2-8B,llama,8.0,llama:4-9B,llama-3-sauce-v2-8b,0.666999,0.573105,0.6941868,385,359,384
nbeerbower/llama-3-slerp-kraut-dragon-8B,llama,8.0,llama:4-9B,llama-3-slerp-kraut-dragon-8b,0.667996,0.5778624,0.69409496,376,333,385
nbeerbower/llama-3-spicy-8B,llama,8.0,llama:4-9B,llama-3-spicy-8b,0.6340977,0.55280685,0.65763617,616,532,635
nbeerbower/llama-3-spicy-abliterated-stella-8B,llama,8.0,llama:4-9B,llama-3-spicy-abliterated-stella-8b,0.66479135,0.5727878,0.6914317,394,364,409
nbeerbower/llama-3-stella-8B,llama,8.0,llama:4-9B,llama-3-stella-8b,0.670631,0.58547413,0.69528884,359,280,378
nbeerbower/llama-3-stella-truthy-dpo-8B,llama,8.0,llama:4-9B,llama-3-stella-truthy-dpo-8b,0.6680672,0.5819854,0.6929929,375,306,392
nbeerbower/llama-3-stinky-8B,llama,8.0,llama:4-9B,llama-3-stinky-8b,0.670631,0.5765937,0.69786024,359,345,361
nbeerbower/llama-3-stinky-v2-8B,llama,8.0,llama:4-9B,llama-3-stinky-v2-8b,0.6684945,0.57817954,0.694646,373,330,383
nbeerbower/llama-3-wissenschaft-8B,llama,8.0,llama:4-9B,llama-3-wissenschaft-8b,0.6678536,0.5813511,0.6929011,378,311,393
nbeerbower/llama-3-wissenschaft-8B-v2,llama,8.0,llama:4-9B,llama-3-wissenschaft-8b,0.66778237,0.5797653,0.6932684,379,320,389
nisten/smaugzilla-77b,unclassified,77.0,unclassified:40-80B,smaugzilla-77b,0.23116365,0.21535046,0.2357425,984,985,979
nvidia/Llama3-ChatQA-1.5-70B,llama,70.0,llama:40-80B,llama3-chatqa-1-5-70b,0.77780944,0.69521093,0.8017265,46,68,44
ontocord/phi-3-22b,phi,22.0,phi:16-40B,phi-3-22b,0.7615724,0.6809388,0.7849206,123,112,125
oobabooga/CodeBooga-34B-v0.1,unclassified,34.0,unclassified:16-40B,codebooga-34b,0.52891326,0.45892802,0.54917806,816,784,815
openaccess-ai-collective/hippogriff-30b-chat,unclassified,30.0,unclassified:16-40B,hippogriff-30b-chat,0.5859564,0.46558833,0.62081,739,766,728
openaccess-ai-collective/manticore-30b-chat-pyg-alpha,unclassified,30.0,unclassified:16-40B,manticore-30b-chat-pyg-alpha,0.57470447,0.45258483,0.6100652,760,800,755
openlynn/Llama-3-Soliloquy-8B,llama,8.0,llama:4-9B,llama-3-soliloquy-8b,0.5577553,0.4893752,0.57755536,782,735,786
openlynn/Llama-3-Soliloquy-8B-v2,llama,8.0,llama:4-9B,llama-3-soliloquy-8b,0.6331719,0.54931813,0.65745246,623,546,637
