model_name,theta_stem,theta_nonstem,theta_stem_z,theta_nonstem_z,gap_z
yanolja/KoSOLAR-10.7B-v0.3,-0.28661847,-0.1890383,-0.16566123,-0.15003948,-0.015621752
yeontaek/llama-2-70B-ensemble-v2,-0.009414067,0.4148174,0.12603182,0.40426183,-0.27823
yeontaek/llama-2-70B-ensemble-v3,-0.027490553,0.39053944,0.10701053,0.38197622,-0.2749657
yeontaek/llama-2-70B-ensemble-v4,0.09358256,0.7155199,0.23441178,0.6802877,-0.44587594
yeontaek/llama-2-70B-ensemble-v5,0.18799645,0.7613448,0.3337604,0.7223521,-0.38859168
yeontaek/llama-2-70B-ensemble-v6,-0.07536149,0.44930726,0.056637526,0.43592134,-0.37928382
yeontaek/llama-2-70B-ensemble-v7,0.0012173422,0.45360488,0.1372189,0.43986627,-0.30264738
yeontaek/llama-2-70B-ensemble-v8,-0.41326818,-0.22661091,-0.29893056,-0.18452875,-0.1144018
yeontaek/llama-2-70b-IA3-guanaco,-0.13869597,0.06695615,-0.0100072585,0.08494722,-0.094954476
yhyhy3/med-orca-instruct-33b,-1.5687841,-1.8160659,-1.5148418,-1.6435479,0.1287061
yunconglong/Mixtral_7Bx2_MoE_13B_DPO,-0.6038408,-0.3750333,-0.49946383,-0.32077113,-0.1786927
zelus82/JuliusCesar-72B-BeyonderV.0,-1.8428007,-2.0951493,-1.8031805,-1.8997287,0.0965482
